ID_CLIENTE,FECHA,TIPO DE CREDITO,COOPERATIVA,MONTO,PLAZO,PAGADURIA,ANIO_NACIMIENTO,ESTADO,FECHA DE DESEMBOLSO,EDAD_AL_PRESTAMO,DIAS_HASTA_DESEMBOLSO,MONTO_M,ANIO,MES
46,2020-01-16,LIBRE INVERSIÓN,CREDIVALORES,1813314.0,144.0,COLPENSIONES,1963,DESEMBOLSADO,2020-01-31,57.0,15.0,1.813314,2020.0,1.0
129,2020-01-20,LIBRE INVERSIÓN,COOPIDESARROLLO,1500000.0,18.0,COLFONDOS,1955,DESEMBOLSADO,2020-02-10,65.0,21.0,1.5,2020.0,1.0
130,2020-01-20,LIBRE INVERSIÓN,MISSION,1500000.0,24.0,COLPENSIONES,1951,DESEMBOLSADO,2020-01-31,69.0,11.0,1.5,2020.0,1.0
130,2020-01-20,COMPRA DE CARTERA,VIVECREDITO,17192004.0,108.0,FOPEP,1951,NO_DESEMBOLSADO,,69.0,,17.192004,2020.0,1.0
131,2020-01-20,COMPRA DE CARTERA,MISSION,4000000.0,12.0,COLPENSIONES,2003,NO_DESEMBOLSADO,,,,4.0,2020.0,1.0
13,2020-01-21,LIBRE INVERSIÓN,MISSION,1000000.0,12.0,COLPENSIONES,1938,DESEMBOLSADO,2020-01-31,82.0,10.0,1.0,2020.0,1.0
49,2020-01-21,COMPRA DE CARTERA,CREDIVALORES,14640000.0,144.0,COLPENSIONES,1954,DESEMBOLSADO,2020-03-09,66.0,,14.64,2020.0,1.0
63,2020-01-22,LIBRE INVERSIÓN,COPFINANCIAR,1000000.0,60.0,COLPENSIONES,1939,DESEMBOLSADO,2020-02-03,81.0,12.0,1.0,2020.0,1.0
26,2020-01-22,LIBRE INVERSIÓN,MISSION,2000000.0,24.0,COLPENSIONES,1948,NO_DESEMBOLSADO,,72.0,,2.0,2020.0,1.0
132,2020-01-22,COMPRA DE CARTERA,VIVECREDITO,17400888.0,84.0,CREMIL,1972,DESEMBOLSADO,,48.0,,17.400888,2020.0,1.0
133,2020-01-23,COMPRA DE CARTERA,VIVECREDITO,,84.0,SEC. EDUCACION,1965,NO_DESEMBOLSADO,,55.0,,,2020.0,1.0
88,2020-01-24,LIBRE INVERSIÓN,CREDIVALORES,2454744.0,144.0,COLPENSIONES,1955,DESEMBOLSADO,2020-02-05,65.0,12.0,2.454744,2020.0,1.0
134,2020-01-27,LIBRE INVERSIÓN,COOPIDESARROLLO,1000000.0,48.0,COLFONDOS,1951,DESEMBOLSADO,2019-01-30,69.0,,1.0,2020.0,1.0
28,2020-01-28,LIBRE INVERSIÓN,COPFINANCIAR,2600000.0,48.0,CASUR,1949,NO_DESEMBOLSADO,,71.0,,2.6,2020.0,1.0
135,2020-01-28,LIBRE INVERSIÓN,COOPIDESARROLLO,1000000.0,12.0,COLFONDOS,1970,DESEMBOLSADO,2020-02-05,50.0,8.0,1.0,2020.0,1.0
136,2020-01-29,LIBRE INVERSIÓN,COOPIDESARROLLO,5000000.0,60.0,COLPENSIONES,1950,DESEMBOLSADO,2020-02-11,70.0,13.0,5.0,2020.0,1.0
137,2020-02-03,LIBRE INVERSIÓN,COPFINANCIAR,2000000.0,18.0,COLPENSIONES,1939,DESEMBOLSADO,2020-02-26,81.0,23.0,2.0,2020.0,2.0
138,2020-02-03,LIBRE INVERSIÓN,CREDIVALORES,,120.0,COLPENSIONES,1950,NO_DESEMBOLSADO,,70.0,,,2020.0,2.0
139,2020-02-03,LIBRE INVERSIÓN,COPFINANCIAR,4000000.0,24.0,COLPENSIONES,1957,DESEMBOLSADO,2020-02-12,63.0,9.0,4.0,2020.0,2.0
140,2020-02-03,LIBRE INVERSIÓN,COPFINANCIAR,,48.0,COLPENSIONES,1946,NO_DESEMBOLSADO,,74.0,,,2020.0,2.0
90,2020-02-03,LIBRE INVERSIÓN,COPFINANCIAR,1300000.0,48.0,PROTECCION,1959,DESEMBOLSADO,2020-02-19,61.0,16.0,1.3,2020.0,2.0
141,2020-02-05,COMPRA DE CARTERA,BAYPORT,12060000.0,120.0,SURA,1943,NO_DESEMBOLSADO,,77.0,,12.06,2020.0,2.0
75,2020-02-05,COMPRA DE CARTERA,BAYPORT,,144.0,COLPENSIONES,1952,NO_DESEMBOLSADO,,68.0,,,2020.0,2.0
142,2020-02-05,LIBRE INVERSIÓN,BAYPORT,7530000.0,144.0,COLPENSIONES,1943,NO_DESEMBOLSADO,,77.0,,7.53,2020.0,2.0
102,2020-02-05,COMPRA DE CARTERA,BAYPORT,,144.0,FOPEP,1941,NO_DESEMBOLSADO,,79.0,,,2020.0,2.0
143,2020-02-06,LIBRE INVERSIÓN,COOPIDESARROLLO,,48.0,CASUR,1939,NO_DESEMBOLSADO,,81.0,,,2020.0,2.0
10,2020-02-06,COMPRA DE CARTERA,BAYPORT,9895231.0,144.0,COLPENSIONES,1945,NO_DESEMBOLSADO,,75.0,,9.895231,2020.0,2.0
144,2020-02-06,LIBRE INVERSIÓN,FUNDACION,,24.0,EMPLEADO,1958,NO_DESEMBOLSADO,,62.0,,,2020.0,2.0
145,2020-02-06,LIBRE INVERSIÓN,COOPIDESARROLLO,1300000.0,48.0,COLPENSIONES,1958,DESEMBOLSADO,2020-02-26,62.0,20.0,1.3,2020.0,2.0
146,2020-02-07,LIBRE INVERSIÓN,COOPIDESARROLLO,1000000.0,48.0,COLPENSIONES,1938,DESEMBOLSADO,2020-02-27,82.0,20.0,1.0,2020.0,2.0
147,2020-02-07,LIBRE INVERSIÓN,COOPIDESARROLLO,900000.0,48.0,COLPENSIONES,1950,DESEMBOLSADO,2020-02-18,70.0,11.0,0.9,2020.0,2.0
59,2020-02-07,REFINANCIACIÓN,MISSION,7000000.0,108.0,CREMIL,1969,DESEMBOLSADO,2020-02-20,51.0,13.0,7.0,2020.0,2.0
148,2020-02-10,LIBRE INVERSIÓN,COPFINANCIAR,1400000.0,48.0,COLPENSIONES,1954,DESEMBOLSADO,2020-02-25,66.0,15.0,1.4,2020.0,2.0
138,2020-02-10,LIBRE INVERSIÓN,EXCELCREDIT,8821041.0,120.0,COLPENSIONES,1950,DESEMBOLSADO,2020-03-10,70.0,29.0,8.821041,2020.0,2.0
149,2020-02-10,LIBRE INVERSIÓN,COPFINANCIAR,5000000.0,24.0,COLPENSIONES,1951,DESEMBOLSADO,2020-02-26,69.0,16.0,5.0,2020.0,2.0
150,2020-02-10,LIBRE INVERSIÓN,COPFINANCIAR,1500000.0,48.0,COLPENSIONES,1936,DESEMBOLSADO,2020-02-19,84.0,9.0,1.5,2020.0,2.0
150,2020-02-10,LIBRE INVERSIÓN,COOPIDESARROLLO,1000000.0,48.0,COLPENSIONES,1936,DESEMBOLSADO,2020-02-18,84.0,8.0,1.0,2020.0,2.0
151,2020-02-11,COMPRA DE CARTERA,BAYPORT,,144.0,COLPENSIONES,1951,NO_DESEMBOLSADO,,69.0,,,2020.0,2.0
26,2020-02-11,COMPRA DE CARTERA,EXCELCREDIT,,120.0,COLPENSIONES,1948,NO_DESEMBOLSADO,,72.0,,,2020.0,2.0
152,2020-02-11,COMPRA DE CARTERA,BAYPORT,,144.0,COLPENSIONES,1950,NO_DESEMBOLSADO,,70.0,,,2020.0,2.0
60,2020-02-11,LIBRE INVERSIÓN,COPFINANCIAR,900000.0,48.0,COLPENSIONES,1957,DESEMBOLSADO,2020-02-26,63.0,15.0,0.9,2020.0,2.0
60,2020-02-11,REFINANCIACIÓN,COPFINANCIAR,11500000.0,72.0,COLPENSIONES,1957,DESEMBOLSADO,2020-02-26,63.0,15.0,11.5,2020.0,2.0
153,2020-02-11,LIBRE INVERSIÓN,COOPIDESARROLLO,11500000.0,60.0,SEGUROS BOLIVAR,1981,DESEMBOLSADO,2020-02-21,39.0,10.0,11.5,2020.0,2.0
154,2020-02-11,LIBRE INVERSIÓN,BAYPORT,18672671.0,120.0,COLPENSIONES,1948,NO_DESEMBOLSADO,,72.0,,18.672671,2020.0,2.0
155,2020-02-11,REFINANCIACIÓN,BAYPORT,19600000.0,144.0,SOLDADO PROFESIONAL,1992,NO_DESEMBOLSADO,,,,19.6,2020.0,2.0
156,2020-02-12,COMPRA DE CARTERA,BAYPORT,28437935.0,120.0,CASUR,1962,DESEMBOLSADO,2019-01-30,58.0,,28.437935,2020.0,2.0
157,2020-02-12,LIBRE INVERSIÓN,COPFINANCIAR,9000000.0,60.0,BBVA SEGUROS,1963,DESEMBOLSADO,2020-02-21,57.0,9.0,9.0,2020.0,2.0
45,2020-02-12,LIBRE INVERSIÓN,BAYPORT,,144.0,COLPENSIONES,1950,NO_DESEMBOLSADO,,70.0,,,2020.0,2.0
158,2020-02-13,LIBRE INVERSIÓN,BAYPORT,1210183.0,96.0,COLPENSIONES,1954,DESEMBOLSADO,2020-02-20,66.0,7.0,1.210183,2020.0,2.0
22,2020-02-14,LIBRE INVERSIÓN,COPFINANCIAR,600000.0,48.0,COLPENSIONES,1939,DESEMBOLSADO,2020-03-02,81.0,17.0,0.6,2020.0,2.0
159,2020-02-14,COMPRA DE CARTERA,BAYPORT,,144.0,EJERCITO,1980,NO_DESEMBOLSADO,,40.0,,,2020.0,2.0
48,2020-02-14,COMPRA DE CARTERA,BAYPORT,36405370.0,144.0,FIDUPREVISORA,1960,NO_DESEMBOLSADO,,60.0,,36.40537,2020.0,2.0
160,2020-02-14,LIBRE INVERSIÓN,COOPIDESARROLLO,1500000.0,48.0,CASUR,1961,DESEMBOLSADO,2020-02-28,59.0,14.0,1.5,2020.0,2.0
66,2020-02-14,LIBRE INVERSIÓN,COOPIDESARROLLO,,48.0,COLPENSIONES,1967,NO_DESEMBOLSADO,,53.0,,,2020.0,2.0
161,2020-02-17,LIBRE INVERSIÓN,PRONALCREDIT,1000000.0,48.0,SEGUROS ALFA,1980,DESEMBOLSADO,2020-03-20,40.0,,1.0,2020.0,2.0
162,2020-02-17,COMPRA DE CARTERA,BAYPORT,55810000.0,144.0,COLPENSIONES,1953,NO_DESEMBOLSADO,,67.0,,55.81,2020.0,2.0
114,2020-02-18,LIBRE INVERSIÓN,COOPIDESARROLLO,7000000.0,60.0,COLPENSIONES,1953,DESEMBOLSADO,2020-03-09,67.0,20.0,7.0,2020.0,2.0
163,2020-02-18,COMPRA DE CARTERA,VIVECREDITO,9781058.0,108.0,FOPEP,1968,NO_DESEMBOLSADO,,52.0,,9.781058,2020.0,2.0
164,2020-02-19,LIBRE INVERSIÓN,COPFINANCIAR,,24.0,COLPENSIONES,1947,NO_DESEMBOLSADO,,73.0,,,2020.0,2.0
165,2020-02-19,LIBRE INVERSIÓN,COPFINANCIAR,1000000.0,48.0,PROTECCION,1969,DESEMBOLSADO,2019-01-30,51.0,,1.0,2020.0,2.0
166,2020-02-19,LIBRE INVERSIÓN,MISSION,15000000.0,108.0,TEGEN,1981,DESEMBOLSADO,2020-02-26,39.0,7.0,15.0,2020.0,2.0
167,2020-02-24,LIBRE INVERSIÓN,FUNDACION,2500000.0,24.0,EMPLEADO,1994,DESEMBOLSADO,2020-03-02,,7.0,2.5,2020.0,2.0
168,2020-02-25,COMPRA DE CARTERA,MISSION,22000000.0,84.0,POLICIA NACIONAL,1984,NO_DESEMBOLSADO,,,,22.0,2020.0,2.0
169,2020-02-26,LIBRE INVERSIÓN,BAYPORT,5860011.0,36.0,POLICIA NACIONAL,1990,DESEMBOLSADO,2019-01-30,,,5.860011,2020.0,2.0
170,2020-03-03,LIBRE INVERSIÓN,FUNDACION,2500000.0,24.0,EMPLEADO,1963,DESEMBOLSADO,2020-03-15,57.0,12.0,2.5,2020.0,3.0
171,2020-03-03,LIBRE INVERSIÓN,COPFINANCIAR,1000000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,2020-03-12,65.0,9.0,1.0,2020.0,3.0
140,2020-03-03,LIBRE INVERSIÓN,BAYPORT,1210972.0,144.0,COLPENSIONES,1946,NO_DESEMBOLSADO,,74.0,,1.210972,2020.0,3.0
172,2020-03-03,LIBRE INVERSIÓN,FUNDACION,2000000.0,24.0,EMPLEADO,1991,DESEMBOLSADO,,,,2.0,2020.0,3.0
173,2020-03-04,COMPRA DE CARTERA,BAYPORT,18386591.0,144.0,COLPENSIONES,1963,NO_DESEMBOLSADO,,57.0,,18.386591,2020.0,3.0
174,2020-03-04,LIBRE INVERSIÓN,COPFINANCIAR,11000000.0,60.0,COLPENSIONES,1962,DESEMBOLSADO,2019-01-30,58.0,,11.0,2020.0,3.0
175,2020-03-09,LIBRE INVERSIÓN,MISSION,2500000.0,96.0,FIDUPREVISORA,1950,NO_DESEMBOLSADO,,70.0,,2.5,2020.0,3.0
176,2020-03-09,LIBRE INVERSIÓN,MISSION,22000000.0,108.0,FIDUPREVISORA,1952,NO_DESEMBOLSADO,,68.0,,22.0,2020.0,3.0
177,2020-03-09,LIBRE INVERSIÓN,COPFINANCIAR,1200000.0,48.0,COLPENSIONES,1953,DESEMBOLSADO,2020-03-18,67.0,9.0,1.2,2020.0,3.0
178,2020-03-09,LIBRE INVERSIÓN,COOPIDESARROLLO,1000000.0,48.0,COLFONDOS,,DESEMBOLSADO,2020-03-18,,9.0,1.0,2020.0,3.0
179,2020-03-12,LIBRE INVERSIÓN,MISSION,8000000.0,108.0,CASUR,1937,DESEMBOLSADO,,83.0,,8.0,2020.0,3.0
180,2020-03-12,LIBRE INVERSIÓN,COPFINANCIAR,23000000.0,60.0,FERROCARRILES,1936,NO_DESEMBOLSADO,,84.0,,23.0,2020.0,3.0
181,2020-03-12,LIBRE INVERSIÓN,BAYPORT,11360011.0,84.0,COLPENSIONES,1956,DESEMBOLSADO,,64.0,,11.360011,2020.0,3.0
66,2020-03-12,REFINANCIACIÓN,CREDIVALORES,9281781.0,144.0,COLPENSIONES,1967,NO_DESEMBOLSADO,,53.0,,9.281781,2020.0,3.0
182,2020-03-13,LIBRE INVERSIÓN,CREDIVALORES,32205944.0,144.0,COLPENSIONES,1954,NO_DESEMBOLSADO,,66.0,,32.205944,2020.0,3.0
183,2020-03-13,LIBRE INVERSIÓN,MISSION,2000000.0,24.0,COLPENSIONES,1955,DESEMBOLSADO,,65.0,,2.0,2020.0,3.0
184,2020-03-13,LIBRE INVERSIÓN,FUNDACION,5000000.0,24.0,ACTIVO,1972,DESEMBOLSADO,,48.0,,5.0,2020.0,3.0
185,2020-04-24,LIBRE INVERSIÓN,COOPIDESARROLLO,7000000.0,60.0,COLPENSIONES,1975,DESEMBOLSADO,2020-05-07,45.0,13.0,7.0,2020.0,4.0
40,2020-05-08,LIBRE INVERSIÓN,COOPIDESARROLLO,900000.0,48.0,FOPEP,1944,DESEMBOLSADO,2020-05-28,76.0,20.0,0.9,2020.0,5.0
186,2020-05-08,LIBRE INVERSIÓN,COOPIDESARROLLO,10500000.0,60.0,COLPENSIONES,1963,DESEMBOLSADO,2020-05-28,57.0,20.0,10.5,2020.0,5.0
81,2020-05-14,COMPRA DE CARTERA,BAYPORT,8008000.0,132.0,CASUR,1961,NO_DESEMBOLSADO,,59.0,,8.008,2020.0,5.0
160,2020-05-14,REFINANCIACIÓN,COOPIDESARROLLO,3700000.0,72.0,CASUR,1961,NO_DESEMBOLSADO,,59.0,,3.7,2020.0,5.0
187,2020-05-14,LIBRE INVERSIÓN,MISSION,14000000.0,108.0,CASUR,1971,NO_DESEMBOLSADO,,49.0,,14.0,2020.0,5.0
188,2020-05-20,LIBRE INVERSIÓN,FUNDACION,2000000.0,36.0,ACTIVO,1960,DESEMBOLSADO,2020-06-17,60.0,28.0,2.0,2020.0,5.0
80,2020-05-20,REFINANCIACIÓN,COOPIDESARROLLO,,72.0,COLPENSIONES,1956,NO_DESEMBOLSADO,,64.0,,,2020.0,5.0
189,2020-05-20,REFINANCIACIÓN,COOPIDESARROLLO,8000000.0,72.0,SEGUROS BOLIVAR,,DESEMBOLSADO,2020-06-05,,16.0,8.0,2020.0,5.0
80,2020-05-21,REFINANCIACIÓN,COOPIDESARROLLO,18000000.0,72.0,COLPENSIONES,1956,DESEMBOLSADO,2020-06-03,64.0,13.0,18.0,2020.0,5.0
85,2020-06-01,LIBRE INVERSIÓN,COOPIDESARROLLO,5000000.0,60.0,COLPENSIONES,1956,DESEMBOLSADO,,64.0,,5.0,2020.0,6.0
142,2020-06-01,LIBRE INVERSIÓN,COOPIDESARROLLO,7000000.0,60.0,COLPENSIONES,1943,DESEMBOLSADO,2019-01-30,77.0,,7.0,2020.0,6.0
68,2020-06-01,LIBRE INVERSIÓN,COOPIDESARROLLO,1000000.0,48.0,COLPENSIONES,,DESEMBOLSADO,,,,1.0,2020.0,6.0
30,2020-06-01,REFINANCIACIÓN,COOPIDESARROLLO,1700000.0,60.0,CASUR,1966,DESEMBOLSADO,2019-08-06,54.0,,1.7,2020.0,6.0
122,2020-06-02,REFINANCIACIÓN,PRONALCREDIT,,72.0,SEGUROS ALFA,1953,NO_DESEMBOLSADO,,67.0,,,2020.0,6.0
190,2020-06-03,LIBRE INVERSIÓN,VIVECREDITO,12615879.0,144.0,COLPENSIONES,1936,DESEMBOLSADO,2020-07-01,84.0,28.0,12.615879,2020.0,6.0
191,2020-06-04,LIBRE INVERSIÓN,VIVECREDITO,6074312.0,144.0,COLPENSIONES,1930,DESEMBOLSADO,2020-07-01,90.0,27.0,6.074312,2020.0,6.0
192,2020-06-08,LIBRE INVERSIÓN,COOPIDESARROLLO,1300000.0,48.0,COLPENSIONES,,NO_DESEMBOLSADO,,,,1.3,2020.0,6.0
193,2020-06-08,LIBRE INVERSIÓN,COPFINANCIAR,11500000.0,60.0,SEGUROS ALFA,1970,DESEMBOLSADO,2020-06-24,50.0,16.0,11.5,2020.0,6.0
194,2020-06-09,LIBRE INVERSIÓN,COOPIDESARROLLO,11000000.0,60.0,COLPENSIONES,1957,DESEMBOLSADO,2020-07-01,63.0,22.0,11.0,2020.0,6.0
20,2020-06-09,LIBRE INVERSIÓN,PRONALCREDIT,4000000.0,60.0,PORVENIR,1959,DESEMBOLSADO,2020-06-25,61.0,16.0,4.0,2020.0,6.0
195,2020-06-10,LIBRE INVERSIÓN,VIVECREDITO,20138681.0,144.0,COLPENSIONES,1957,DESEMBOLSADO,2020-06-30,63.0,20.0,20.138681,2020.0,6.0
196,2020-06-12,LIBRE INVERSIÓN,COOPIDESARROLLO,5000000.0,60.0,COLPENSIONES,1958,DESEMBOLSADO,2020-06-25,62.0,13.0,5.0,2020.0,6.0
197,2020-06-12,LIBRE INVERSIÓN,COPFINANCIAR,3000000.0,36.0,GLOBAL SEGUROS,1953,DESEMBOLSADO,,67.0,,3.0,2020.0,6.0
197,2020-06-16,LIBRE INVERSIÓN,COPFINANCIAR,5500000.0,60.0,PROTECCION,1961,DESEMBOLSADO,2020-07-03,59.0,17.0,5.5,2020.0,6.0
23,2020-06-19,LIBRE INVERSIÓN,VIVECREDITO,2303566.0,144.0,COLPENSIONES,1954,DESEMBOLSADO,2020-07-08,66.0,19.0,2.303566,2020.0,6.0
198,2020-06-30,REFINANCIACIÓN,PRONALCREDIT,13800000.0,72.0,SEGUROS BOLIVAR,1970,DESEMBOLSADO,,50.0,,13.8,2020.0,6.0
83,2020-07-01,LIBRE INVERSIÓN,MISSION,3000000.0,72.0,POLICIA NACIONAL,1962,NO_DESEMBOLSADO,,58.0,,3.0,2020.0,7.0
199,2020-07-03,LIBRE INVERSIÓN,VIVECREDITO,18746262.0,144.0,COLPENSIONES,,DESEMBOLSADO,2020-07-30,,27.0,18.746262,2020.0,7.0
200,2020-07-07,COMPRA DE CARTERA,VIVECREDITO,9625449.0,144.0,COLPENSIONES,1956,DESEMBOLSADO,,64.0,,9.625449,2020.0,7.0
60,2020-07-09,COMPRA DE CARTERA,VIVECREDITO,18421566.0,144.0,COLPENSIONES,1957,DESEMBOLSADO,2020-09-07,63.0,,18.421566,2020.0,7.0
141,2020-07-10,LIBRE INVERSIÓN,VIVECREDITO,14427566.0,144.0,SURA,1943,DESEMBOLSADO,2020-08-21,77.0,,14.427566,2020.0,7.0
162,2020-07-10,LIBRE INVERSIÓN,VIVECREDITO,57224691.0,144.0,COLPENSIONES,1953,NO_DESEMBOLSADO,,67.0,,57.224691,2020.0,7.0
201,2020-07-10,LIBRE INVERSIÓN,VIVECREDITO,2955574.0,144.0,COLPENSIONES,1954,DESEMBOLSADO,2020-09-30,66.0,,2.955574,2020.0,7.0
202,2020-07-14,LIBRE INVERSIÓN,VIVECREDITO,8310444.0,72.0,COLPENSIONES,1952,DESEMBOLSADO,2020-07-30,68.0,16.0,8.310444,2020.0,7.0
173,2020-07-14,COMPRA DE CARTERA,VIVECREDITO,18655194.0,144.0,COLPENSIONES,1963,NO_DESEMBOLSADO,,57.0,,18.655194,2020.0,7.0
203,2020-07-17,LIBRE INVERSIÓN,COOPSANDER,12300000.0,60.0,FERROCARRILES,1955,DESEMBOLSADO,,65.0,,12.3,2020.0,7.0
181,2020-07-23,COMPRA DE CARTERA,VIVECREDITO,14952153.0,144.0,COLPENSIONES,1956,NO_DESEMBOLSADO,,64.0,,14.952153,2020.0,7.0
204,2020-07-23,COMPRA DE CARTERA,VIVECREDITO,16755756.0,144.0,FOPEP,,DESEMBOLSADO,2020-09-14,,,16.755756,2020.0,7.0
28,2020-07-28,COMPRA DE CARTERA,VIVECREDITO,31051470.0,132.0,CASUR,1949,DESEMBOLSADO,,71.0,,31.05147,2020.0,7.0
4,2020-07-30,REFINANCIACIÓN,CREDIVALORES,24636388.0,132.0,CASUR,1972,DESEMBOLSADO,,48.0,,24.636388,2020.0,7.0
129,2020-08-05,REFINANCIACIÓN,COOPIDESARROLLO,3100000.0,48.0,COLFONDOS,1955,DESEMBOLSADO,2020-09-17,65.0,,3.1,2020.0,8.0
67,2020-08-18,REFINANCIACIÓN,MISSION,,60.0,COLPENSIONES,2012,DESEMBOLSADO,,,,,2020.0,8.0
11,2020-08-18,REFINANCIACIÓN,MISSION,,72.0,COLPENSIONES,1952,NO_DESEMBOLSADO,,68.0,,,2020.0,8.0
205,2020-08-18,LIBRE INVERSIÓN,COOPSANDER,10000000.0,60.0,COLPENSIONES,1961,DESEMBOLSADO,2020-08-24,59.0,6.0,10.0,2020.0,8.0
181,2020-08-18,LIBRE INVERSIÓN,COOPSANDER,1500000.0,48.0,COLPENSIONES,1956,DESEMBOLSADO,2020-02-04,64.0,,1.5,2020.0,8.0
171,2020-08-18,LIBRE INVERSIÓN,COOPSANDER,1000000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,2020-08-24,65.0,6.0,1.0,2020.0,8.0
202,2020-08-19,LIBRE INVERSIÓN,COOPSANDER,5000000.0,60.0,COLPENSIONES,1952,DESEMBOLSADO,2020-08-24,68.0,5.0,5.0,2020.0,8.0
10,2020-08-20,COMPRA DE CARTERA,VIVECREDITO,9013345.0,144.0,COLPENSIONES,1945,DESEMBOLSADO,2020-11-10,75.0,,9.013345,2020.0,8.0
196,2020-08-26,LIBRE INVERSIÓN,COOPSANDER,4000000.0,42.0,COLPENSIONES,1958,DESEMBOLSADO,,62.0,,4.0,2020.0,8.0
206,2020-08-28,LIBRE INVERSIÓN,BAYPORT,1179000.0,120.0,SEGUROS ALFA,,NO_DESEMBOLSADO,,,,1.179,2020.0,8.0
207,2020-08-28,LIBRE INVERSIÓN,VIVECREDITO,18593207.0,144.0,PROTECCION,,DESEMBOLSADO,2020-09-24,,27.0,18.593207,2020.0,8.0
77,2020-09-03,LIBRE INVERSIÓN,VIVECREDITO,1200000.0,72.0,COLPENSIONES,1928,DESEMBOLSADO,2020-09-28,92.0,25.0,1.2,2020.0,9.0
135,2020-09-08,REFINANCIACIÓN,COOPIDESARROLLO,2000000.0,12.0,COLFONDOS,1970,DESEMBOLSADO,2020-09-17,50.0,9.0,2.0,2020.0,9.0
49,2020-09-08,REFINANCIACIÓN,MISSION,2000000.0,108.0,COLPENSIONES,1954,DESEMBOLSADO,2020-09-24,66.0,16.0,2.0,2020.0,9.0
208,2020-09-08,LIBRE INVERSIÓN,COPFINANCIAR,3000000.0,24.0,PROTECCION,1964,DESEMBOLSADO,2020-09-21,56.0,13.0,3.0,2020.0,9.0
209,2020-09-09,LIBRE INVERSIÓN,PRONALCREDIT,5500000.0,60.0,SEGUROS LA EQUIDAD,1953,DESEMBOLSADO,2020-09-23,67.0,14.0,5.5,2020.0,9.0
210,2020-09-10,LIBRE INVERSIÓN,COPFINANCIAR,13400000.0,72.0,PORVENIR,1956,DESEMBOLSADO,2020-09-29,64.0,19.0,13.4,2020.0,9.0
85,2020-09-10,COMPRA DE CARTERA,VIVECREDITO,60377870.0,144.0,COLPENSIONES,1956,DESEMBOLSADO,2020-09-30,64.0,20.0,60.37787,2020.0,9.0
68,2020-09-11,COMPRA DE CARTERA,VIVECREDITO,5717597.0,144.0,COLPENSIONES,1956,NO_DESEMBOLSADO,,64.0,,5.717597,2020.0,9.0
178,2020-09-11,LIBRE INVERSIÓN,COOPIDESARROLLO,3100000.0,60.0,COLFONDOS,1962,DESEMBOLSADO,2020-09-25,58.0,14.0,3.1,2020.0,9.0
211,2020-09-15,LIBRE INVERSIÓN,BUSINESS,6000000.0,48.0,COLPENSIONES,1958,DESEMBOLSADO,2020-09-18,62.0,3.0,6.0,2020.0,9.0
212,2020-09-16,COMPRA DE CARTERA,VIVECREDITO,26184352.0,144.0,COLPENSIONES,1942,DESEMBOLSADO,,78.0,,26.184352,2020.0,9.0
213,2020-09-16,LIBRE INVERSIÓN,BUSINESS,12800000.0,72.0,COLPENSIONES,1950,DESEMBOLSADO,2020-09-18,70.0,2.0,12.8,2020.0,9.0
214,2020-09-16,LIBRE INVERSIÓN,BUSINESS,2000000.0,42.0,COLPENSIONES,1953,DESEMBOLSADO,2020-09-29,67.0,13.0,2.0,2020.0,9.0
63,2020-09-18,REFINANCIACIÓN,COOPIDESARROLLO,2200000.0,72.0,COLPENSIONES,1939,DESEMBOLSADO,2020-09-29,81.0,11.0,2.2,2020.0,9.0
215,2020-09-23,LIBRE INVERSIÓN,VIVECREDITO,2134561.0,132.0,COLPENSIONES,1970,DESEMBOLSADO,,50.0,,2.134561,2020.0,9.0
216,2020-09-23,LIBRE INVERSIÓN,COPFINANCIAR,7500000.0,72.0,BBVA SEGUROS,1977,NO_DESEMBOLSADO,,43.0,,7.5,2020.0,9.0
217,2020-09-28,LIBRE INVERSIÓN,VIVECREDITO,10659117.0,144.0,FOPEP,1931,DESEMBOLSADO,2020-10-19,89.0,21.0,10.659117,2020.0,9.0
58,2020-09-29,REFINANCIACIÓN,CREDIVALORES,9959066.0,132.0,CASUR,1960,DESEMBOLSADO,2020-10-27,60.0,28.0,9.959066,2020.0,9.0
218,2020-09-29,COMPRA DE CARTERA,BUSINESS,12800000.0,60.0,SEGUROS ALFA,1980,DESEMBOLSADO,2020-12-30,40.0,,12.8,2020.0,9.0
219,2020-10-02,LIBRE INVERSIÓN,BUSINESS,1000000.0,43.0,COLPENSIONES,1943,DESEMBOLSADO,2020-10-13,77.0,11.0,1.0,2020.0,10.0
201,2020-10-02,COMPRA DE CARTERA,VIVECREDITO,17288427.0,144.0,COLPENSIONES,1954,DESEMBOLSADO,2020-11-23,66.0,,17.288427,2020.0,10.0
150,2020-10-02,COMPRA DE CARTERA,VIVECREDITO,16106272.0,144.0,COLPENSIONES,1936,NO_DESEMBOLSADO,,84.0,,16.106272,2020.0,10.0
59,2020-10-06,REFINANCIACIÓN,MISSION,14000000.0,108.0,CREMIL,1969,DESEMBOLSADO,2020-10-30,51.0,24.0,14.0,2020.0,10.0
189,2020-10-07,LIBRE INVERSIÓN,BUSINESS,1600000.0,48.0,SEGUROS BOLIVAR,1980,DESEMBOLSADO,2020-10-20,40.0,13.0,1.6,2020.0,10.0
